Meno	Kraj	Nadm.vyska (m.n.m.)	GPS	Rozloha (km2)	Obyvatelstvo	Hustota obyv. (obyv./km2)	PSC	SUJ	ECV	TEL
Štefurov	Prešovský kraj	230	49.1760°S 21.5082°V	8,75	112	12,8	090 42 	527904	SK	+421-54	
Šterusy	Trnavský kraj	210	48.603889°S 17.675278°V	11,08	508	45,85	922 03 	556548	PN	+421-33	
Štiavnické Bane	Banskobystrický kraj	682	48.439167°S 18.870000°V	10,16	816	80,31	969 81	517283	BS	+421-45	
Štiavnička	Žilinský kraj	513	49.0697°S 19.3428°V	1,91	701	367,02	034 01 	511056	RK	+421-44	
Štiavnik	Žilinský kraj	387	49.243056°S 18.466389°V	55,69	4 097	73,57	013 55	518018	BY	+421-41	
Štitáre	Nitriansky kraj	244	48.3497°S 18.1598°V	7,49	795	106,14	951 01 	582719	NR	+421-37	
Štítnik	Košický kraj	284	48.6577°S 20.3651°V	34,54	1 527	44,21	049 32	526312	RV	+421-58	
Štós	Košický kraj	516	48.7101°S 20.7864°V	31,36	738	23,53	044 26	522074	KS	+421-55	
Štôla	Prešovský kraj	840	49.100000°S 20.150000°V	2,56	528	206,25	059 37	559890	PP	+421-52	
Štrba	Prešovský kraj	850	49.0590°S 20.0799°V	63,07	3 571	56,62	059 38 	523933	PP	+421-52	
Štrkovec	Banskobystrický kraj	169	48.3604°S 20.3239°V	4,35	381	87,59	980 45	515655	RS	+421-47	
Štúrovo	Nitriansky kraj	109	47.798889°S 18.723333°V	13,44	10 666	793,6	943 01	503584	NZ	+421-36	
Štvrtok	Trenčiansky kraj	197	48.8202°S 17.8819°V	4,08	353	86,52	913 05 	506541	TN	+421-32	
Štvrtok na Ostrove	Trnavský kraj	128	48.100000°S 17.350000°V	13,07	1 772	135,58	930 40	501913	DS	+421-31	
Šuja	Žilinský kraj	467	49.067569°S 18.628350°V	2,42	311	128,51	015 01 	581712	ZA	+421-41	
Šuľa	Banskobystrický kraj	284	48.354722°S 19.406389°V	11,24	75	6,67	991 01 	516449	VK	+421-47	
Šumiac	Banskobystrický kraj	880	48.840000°S 20.129722°V	81,76	1 310	16,02	976 71	509043	BR	+421-48	
Šuňava	Prešovský kraj	798 – 1 095	49.029167°S 20.090000°V	26,38	1 982	75,13	059 39	524107	PP	052/	
Šurany	Nitriansky kraj	144	48.087222°S 18.186111°V	59,81	10 080	168,53	942 01	503592	NZ	+421-35	
Šurianky	Nitriansky kraj	160	48.4246°S 18.0211°V	10,4	597	57,4	951 26	500780	NR	+421-37	
Šurice	Banskobystrický kraj	219	48.2303°S 19.9155°V	14	502	35,86	980 33 	511897	LC	+421-47	
Šúrovce	Trnavský kraj	132	48.332778°S 17.717500°V	19,91	2 298	115,42	919 25	507636	TT	+421-33	
Šútovo	Žilinský kraj	448	49.151006°S 19.082650°V	16,63	517	31,09	038 54 	512656	MT	+421-43	
Šutovce	Trenčiansky kraj	434	48.8014°S 18.5368°V	7,08	432	61,02	972 01 	514390	PD	+421-46	
Švábovce	Prešovský kraj	676	49.0295°S 20.3579°V	9,17	1 402	152,89	059 12 	523950	PP	+421-52	
Švedlár	Košický kraj	482	48.8125°S 20.7107°V	84,49	2 070	24,5	053 34	543659	GL	+421-53	
Švošov	Žilinský kraj	4 701 066 452	49.1251°S 19.1975°V	4,27	821	192,27	034 91 	511064	RK	+421-44	
Tachty	Banskobystrický kraj	311	48.154167°S 19.940278°V	7,83	523	66,79	980 34 	515663	RS	+421-47	
Tajná	Nitriansky kraj	174	48.2630°S 18.3617°V	8,48	278	32,78	952 01 	500798	NR	037 783	
Tajov	Banskobystrický kraj	464	48.746283°S 19.070367°V	9,29	592	63,72	976 34	509060	BB	+421-48	
Tarnov	Prešovský kraj	330	49.3204°S 21.1697°V	5,84	389	66,61	086 01 	519871	BJ	+421-54	
Tatranská Javorina	Prešovský kraj	1 018	49.268056°S 20.141389°V	94,04	219	2,33	059 56	580368	PP	+421-52	
Tašuľa	Košický kraj	104	48.6594°S 22.1687°V	6,02	201	33,39	072 52 	523160	SO	+421-56	
Tehla	Nitriansky kraj	174	48.1849°S 18.3865°V	19,09	524	27,45	935 35	502812	LV	+421-36	
Tekolďany	Trnavský kraj	210	48.491667°S 17.904167°V	2,6	147	56,54	920 62 	556611	HC	+421-33	
Tekovská Breznica	Banskobystrický kraj	215	48.384722°S 18.616944°V	29,81	1 236	41,46	966 52	517291	ZC	+421-45	
Tekovské Lužany	Nitriansky kraj	152	48.0987°S 18.5402°V	43,94	2 864	65,18	935 41	502821	LV	+421-36	
Tekovské Nemce	Nitriansky kraj	244	48.3572°S 18.5312°V	28,5	1 070	37,54	966 54	517305	ZM	+421-45	
Tekovský Hrádok	Nitriansky kraj	154	48.1673°S 18.5520°V	7,32	348	47,54	935 51	502847	LV	+421-36	
Telgárt	Banskobystrický kraj	881	48.851878°S 20.188718°V	55,97	1 534	27,41	976 73	509051	BR	+421-48	
Telince	Nitriansky kraj	162	48.2312°S 18.3684°V	6,84	395	57,75	951 61 	555967	NR	+421-37	
Temeš	Trenčiansky kraj	528	48.868889°S 18.477500°V	4,27	232	54,33	972 29 	514403	PD	+421-46	
Teplička	Košický kraj	550	48.910000°S 20.588889°V	7,74	1 162	150,13	052 01 	543667	SN	+421-53	
Teplička nad Váhom	Žilinský kraj	356	49.223889°S 18.799167°V	10,88	3 970	364,89	013 01	518034	ZA	041/	
Tepličky	Trnavský kraj	215	48.465833°S 17.852778°V	5,67	294	51,85	920 66 	556645	HC	+421-33	
Teplý Vrch	Banskobystrický kraj	214	48.470278°S 20.101389°V	5,98	286	47,83	980 23	515671	RS	+421-47	
Terany	Banskobystrický kraj	144	48.1792°S 18.8932°V	10,83	643	59,37	962 68 	518867	KA	+421-45	
Terchová	Žilinský kraj	518	49.255556°S 19.033333°V	84,54	4 018	47,53	013 06	518042	ZA	+421-41	
Teriakovce	Prešovský kraj	363 m	48.9895°S 21.3096°V	3,2	617	192,81	080 05 	525286	PO	+421-51	
Terňa	Prešovský kraj	380	49.1112°S 21.2376°V	29,41	1 198	40,73	082 67	525294	PO	+421-51	
Tesáre	Nitriansky kraj	207	48.6019°S 18.0886°V	13,54	742	54,8	956 21 	505561	TO	+421-38	
Tesárske Mlyňany	Nitriansky kraj	165	48.352778°S 18.358333°V	18,01	1 791	99,44	951 76	500810	ZM	+421-37	
Tešedíkovo	Nitriansky kraj	112	48.106164°S 17.846431°V	22,78	3 749	164,57	925 82	504068	SA	+421-31	
Tibava	Košický kraj	130	48.7412°S 22.2093°V	10,66	557	52,25	073 01 	523178	SO	+421-56	
Tichý Potok	Prešovský kraj	527	49.1478°S 20.7869°V	62,6	346	5,53	082 74 	525308	SB	+421-51	
Timoradza	Trenčiansky kraj	235	48.8116°S 18.2366°V	10,49	523	49,86	956 52 	505579	BN	+421-38	
Tisinec	Prešovský kraj	195	49.233333°S 21.633333°V	3,76	382	101,6	091 01 	527912	SP	+421-54	
Tisovec	Banskobystrický kraj	411	48.680556°S 19.945556°V	123,43	4 253	34,46	980 61	515680	RS	+421-47	
Tlmače	Nitriansky kraj	176	48.287778°S 18.531111°V	4,64	3 738	805,6	935 21	502863	LV	+421-36	
Točnica	Banskobystrický kraj	261	48.4132°S 19.6412°V	11,92	395	33,14	985 22 	511901	LC	+421-47	
Tokajík	Prešovský kraj	211	49.106389°S 21.708889°V	8,24	105	12,74	090 34	527921	SP	+421-54	
Tomášikovo	Trnavský kraj	114	48.083889°S 17.693056°V	21,13	1 633	77,28	925 04	504076	GA	+421-31	
Tomášov	Bratislavský kraj	128	48.146111°S 17.340000°V	19,96	2 412	120,84	900 44	508276	SC	+421-2	
Tomášovce	Banskobystrický kraj	256	48.374722°S 19.617500°V	14,1	1 384	98,16	985 56	511919	LC	+421-47	
Tomášovce	Banskobystrický kraj	184	48.3925°S 20.1529°V	6,44	201	31,21	980 21 	515698	RS	+421-47	
Topoľa	Prešovský kraj	384	49.044167°S 22.355833°V	26,38	159	6,03	067 65	520888	SV	+421-57	
Topoľčany	Nitriansky kraj	174	48.558889°S 18.174167°V	27,58	26 629	965,52	955 01	504998	TO	+421-38	
Topoľčianky	Nitriansky kraj	220	48.4227°S 18.4092°V	26,33	2 721	103,34	951 93	500828	ZM	+421-37	
Topoľnica	Trnavský kraj	116	48.170833°S 17.795278°V	10,47	814	77,75	925 92 	504084	GA	+421-31	
Topoľníky	Trnavský kraj	111	47.966667°S 17.783333°V	34,82	3 015	86,59	930 11	501921	DS	+421-31	
Topoľovka	Prešovský kraj	138	48.9238°S 21.8135°V	7,79	816	104,75	067 45	520896	HE	+421-57	
Toporec	Prešovský kraj	603	49.2646°S 20.4914°V	28,12	1 879	66,82	059 95	523976	KK	+421-52	
Tornaľa	Banskobystrický kraj	181	48.422222°S 20.330278°V	57,76	7 415	128,38	982 01	515612	RA	+421-47	
Torysa	Prešovský kraj	420	49.1600°S 20.8783°V	10,57	1 527	144,47	082 76	525316	SB	+421-51	
Torysky	Prešovský kraj	813	49.0967°S 20.6764°V	17,72	356	20,09	053 71 	543675	LE	+421-53	
Tovarné	Prešovský kraj	140	48.912222°S 21.757500°V	7,71	1 007	130,61	094 01	529192	VT	+421-57	
Tovarnianska Polianka	Prešovský kraj	140	48.8992°S 21.7726°V	4,24	109	25,71	094 01 	529206	VT	+421-57	
Tovarníky	Nitriansky kraj	182	48.571375°S 18.146825°V	5,41	1 446	267,28	955 01 	580457	TO	+421-38	
Tôň	Nitriansky kraj	112	47.8043°S 17.8390°V	9,5	799	84,11	946 15	501361	KN	+421-35	
Trakovice	Trnavský kraj	150	48.439167°S 17.708611°V	11,63	1 482	127,43	919 33	507661	HC	+421-33	
Trávnica	Nitriansky kraj	130	48.130000°S 18.330000°V	21,15	1 113	52,62	941 46	503606	NZ	+421-35	
Trávnik	Nitriansky kraj	109	47.7763°S 17.7984°V	18,62	725	38,94	946 19 	501379	KN	+421-35	
Trebatice	Trnavský kraj	168	48.596667°S 17.752778°V	7,67	1 346	175,49	922 10	507679	PN	+421-33	
Trebejov	Košický kraj	241	48.835278°S 21.219444°V	7,67	206	26,86	044 81 	522082	KS	+421-55	
Trebeľovce	Banskobystrický kraj	187	48.2843°S 19.7150°V	19,55	939	48,03	985 31 	511927	LC	+421-47	
Trebichava	Trenčiansky kraj	334	48.822406°S 18.300003°V	11,77	41	3,48	956 53 	505595	BN	+421-38	
Trebišov	Košický kraj	109	48.633611°S 21.717222°V	70,16	24 522	349,52	075 01	528099	TV	+421-56	
Trebostovo	Žilinský kraj	470	49.0247°S 18.8613°V	13,12	506	38,57	038 41 	512664	MT	+421-43	
Trebušovce	Banskobystrický kraj	163	48.1160°S 19.2001°V	9,48	198	20,89	991 27 	516457	VK	+421-47	
Trenč	Banskobystrický kraj	181	48.2237°S 19.5776°V	17,56	464	26,42	985 32 	557340	LC	+421-47	
Trenčianska Teplá	Trenčiansky kraj	224	48.9332°S 18.1179°V	15,13	4 168	275,48	914 01	506559	TN	+421-32	
Trenčianska Turná	Trenčiansky kraj	227	48.850000°S 18.019444°V	17,24	3 144	182,37	913 21	506567	TN	+421-32	
Trenčianske Bohuslavice	Trenčiansky kraj	198	48.8026°S 17.8581°V	6,41	912	142,28	913 07 	506583	NM	+421-32	
Trenčianske Jastrabie	Trenčiansky kraj	285	48.801111°S 18.111667°V	12,25	1 200	97,96	913 22	506591	TN	+421-32	
Trenčianske Mitice	Trenčiansky kraj	328	48.820000°S 18.117778°V	12,84	771	60,05	913 22 	506605	TN	+421-32	
Trenčianske Stankovce	Trenčiansky kraj	208	48.8398°S 17.9850°V	24,5	3 143	128,29	913 11	545741	TN	032/64..	
Trenčianske Teplice	Trenčiansky kraj	268	48.910556°S 18.166111°V	10,45	4 144	396,56	914 51	506613	TN	+421-32	
Trenčín	Trenčiansky kraj	217	48.894167°S 18.040556°V	82	55 886	681,54	911 01 - 08	505820	TN, TC, TE	+421-32	
Trhová Hradská	Trnavský kraj	112	47.991667°S 17.750000°V	24,76	2 144	86,59	930 13	555576	DS	+421-31	
Trhovište	Košický kraj	132	48.6994°S 21.8052°V	12,56	1 900	151,27	072 04	523186	MI	+421-56	
Trnava	Trnavský kraj	146	48.376944°S 17.593056°V	71,54	65 978	922,25	917 01, 917 02, 917 05, 917 08	506745	TT	+421-33	
Trnavá Hora	Banskobystrický kraj	288	48.591568°S 18.952703°V	24,55	1 183	48,19	966 11	517313	ZH	+421-45	
Trnava pri Laborci	Košický kraj	176	48.818333°S 21.932222°V	15,94	573	35,95	072 31 	523194	MI	+421-56	
Trnávka	Trnavský kraj	122	48.013889°S 17.405556°V	7,97	466	58,47	930 32 	501956	DS	+421-31	
Trnávka	Košický kraj	177	48.7051°S 21.6201°V	6,02	175	29,07	078 01 	543829	TV	+421-56	
Trnkov	Prešovský kraj	305	49.033333°S 21.350000°V	1,79	232	129,61	082 12 	525324	PO	+421-51	
Trnovec	Trnavský kraj	180	48.800000°S 17.188333°V	2,53	312	123,32	908 51 	504912	SI	+421-34	
Trnovec nad Váhom	Nitriansky kraj	116	48.148222°S 17.928486°V	32,54	2 699	82,94	925 71	504092	SA	+421-31	
Trnovo	Žilinský kraj	460	49.0166°S 18.8606°V	7,44	264	35,48	038 41 	512672	MT	+421-43	
Tročany	Prešovský kraj	345	49.1824°S 21.3220°V	8,47	310	36,6	086 41 	519880	BJ	+421-54	
Trpín	Banskobystrický kraj	397	48.2959°S 19.1391°V	6,36	120	18,87	962 44 	518883	KA	+421-45	
Trstená	Žilinský kraj	607	49.361667°S 19.610556°V	82,54	7 463	90,42	028 01	510106	TS	+421-43	
Trstená na Ostrove	Trnavský kraj	116	47.916667°S 17.500000°V	6,25	553	88,48	930 04 	501964	DS	+421-31	
Trstené	Žilinský kraj	640	49.1122°S 19.6191°V	3,94	242	61,42	032 21 	511072	LM	+421-44	
Trstené pri Hornáde	Košický kraj	204	48.572500°S 21.336944°V	12,92	1 537	118,96	044 11 	522104	KS	+421-55	
Trstice	Trnavský kraj	111	48.016667°S 17.816667°V	20,27	3 766	185,79	925 42	504106	GA	+421-31	
Trstín	Trnavský kraj	236	48.527778°S 17.463889°V	26,19	1 396	53,3	919 05	507687	TT	+421-33	
Trsťany	Košický kraj	249	48.761111°S 21.406667°V	6,59	278	42,19	044 45 	522091	KS	+421-55	
Tŕnie	Banskobystrický kraj	516	48.6060°S 19.0317°V	12,29	426	34,66	962 34	518875	ZV	+421-45	
Tuhár	Banskobystrický kraj	384	48.4285°S 19.5079°V	19,24	370	19,23	985 12	511943	LC	+421-47	
Tuhrina	Prešovský kraj	490	48.8978°S 21.4063°V	13,26	479	36,12	082 07	525332	PO	+421-51	
Tuchyňa	Trenčiansky kraj	275	49.0408°S 18.2171°V	5,54	781	140,97	018 55	513725	IL	+421-42	
Tulčík	Prešovský kraj	260	49.0890°S 21.3124°V	12,81	1 325	103,43	082 13	525341	PO	+421-42151	
Tupá	Nitriansky kraj	130	48.1076°S 18.8898°V	11,97	577	48,2	935 84 	502871	LV	+421-36	
Turá	Nitriansky kraj	152	48.1561°S 18.5817°V	9,29	224	24,11	935 51 	502880	LV	+421-36	
Turany	Žilinský kraj	406	49.116667°S 19.033333°V	46,75	4 367	93,41	038 53	512681	MT	+421-43	
Turany nad Ondavou	Prešovský kraj	176	49.1007°S 21.6535°V	9,6	392	40,83	090 33	527939	SP	+421-54	
Turcovce	Prešovský kraj	226	49.0527°S 21.8464°V	10,01	303	30,27	067 23 	520900	HE	+421-57	
Turček	Žilinský kraj	674	48.7631°S 18.9129°V	53,01	656	12,38	038 48	512699	TR	+421-43	
Turčianky	Trenčiansky kraj	230	48.5811°S 18.3208°V	3,73	151	40,48	958 44 	556271	PE	+421-38	
Turčianska Štiavnička	Žilinský kraj	430	49.082786°S 19.023239°V	14,07	908	64,53	038 51	512702	MT	+421-43	
Turčianske Jaseno	Žilinský kraj	452 m n, m, – 1 381 m n, m, (	49.0108°S 19.0506°V	20,47	364	17,78	038 02 	545961	MT	+421-43	
Turčianske Kľačany	Žilinský kraj	410	49.115833°S 18.948333°V	12,21	920	75,35	038 61 	512711	MT	+421-43	
Turčianske Teplice	Žilinský kraj	518	48.858889°S 18.863611°V	33,48	6 570	196,24	039 01	512729	TR	+421-43	
Turčiansky Ďur	Žilinský kraj	457	48.9530°S 18.8415°V	0,93	173	186,02	038 43 	512737	MT	+421-43	
Turčiansky Peter	Žilinský kraj	419	49.028889°S 18.890000°V	4,62	430	93,07	038 41 	512753	MT	+421-43	
Turčok	Banskobystrický kraj	336	48.6407°S 20.1487°V	14,78	275	18,61	049 18 	526321	RA	+421-58	
Turecká	Banskobystrický kraj	610	48.8485°S 19.0878°V	10,16	147	14,47	976 02 	557269	BB	+421-48	
Tureň	Bratislavský kraj	120	48.191111°S 17.389444°V	5,3	1 059	199,81	903 01 	508284	SC	+421-2	
Turie	Žilinský kraj	446	49.149167°S 18.752778°V	27,2	1 972	72,5	013 12	518051	ZA	+421-41	
Turík	Žilinský kraj	500	49.1096°S 19.3807°V	8,27	226	27,33	034 83 	507407	RK	+421-44	
Turnianska Nová Ves	Košický kraj	172	48.577500°S 20.887222°V	6,42	343	53,43	044 02 	521779	KS	+421-55	
Turňa nad Bodvou	Košický kraj	190	48.6140°S 21.0014°V	19,77	11 186	565,81	044 02	521698	KS	+421-55	
Turová	Banskobystrický kraj	335	48.5986°S 19.0531°V	6,98	409	58,6	962 34 	518891	ZV	+421-45	
Turzovka	Žilinský kraj	522	49.405000°S 18.625278°V	34,91	7 684	220,11	023 54	509507	CA	+421-41	
Tušice	Košický kraj	108	48.7255°S 21.7488°V	6,23	704	113	072 02 	523208	MI	+421-56	
Tušická Nová Ves	Košický kraj	108	48.7169°S 21.7517°V	4,33	554	127,94	072 02	523216	MI	+421-56	
Tužina	Trenčiansky kraj	3 521 063	48.898333°S 18.612500°V	48,19	1 210	25,11	972 14	514411	PD	+421-46	
Tvarožná	Prešovský kraj	676	49.085556°S 20.475833°V	35	696	19,89	059 71 	523984	KK	+421-52	
Tvrdomestice	Nitriansky kraj	18° 8'2,34"	48.6380°S 18.1340°V	8,79	467	53,13	956 22 	505617	TO	+421-38	
Tvrdošín	Žilinský kraj	592	49.336944°S 19.550278°V	56,55	9 360	165,52	027 44	510114	TS	+421-43	
Tvrdošovce	Nitriansky kraj	120	48.0950°S 18.0638°V	55,56	5 181	93,25	941 10	503614	NZ	+421-35	
Ťapešovo	Žilinský kraj	670	49.379444°S 19.438333°V	6,72	687	102,23	029 51 	510092	NO	+421-43	
Ubľa	Prešovský kraj	224	48.898333°S 22.391389°V	29	796	27,45	067 71	520918	SV	+421-57	
Úbrež	Košický kraj	130	48.7870°S 22.1276°V	17,42	724	41,56	072 42	523224	SO	+421-56	
Udavské	Prešovský kraj	165	48.9739°S 21.9656°V	13,2	1 217	92,2	067 31	520926	HE	+421-57	
Udiča	Trenčiansky kraj	282	49.1649°S 18.3992°V	22,14	2 169	97,97	018 01	513741	PB	+421-42	
Údol	Prešovský kraj	519	49.2919°S 20.8084°V	13,07	406	31,06	065 45 	527050	SL	+421-52	
Uhliská	Nitriansky kraj	610	48.4019°S 18.7529°V	14,1	191	13,55	935 05 	502898	LV	+421-36	
Úhorná	Košický kraj	713 m,	48.700000°S 20.666667°V	8,83	140	15,86	055 66 	543683	GL	+421-53	
Uhorská Ves	Žilinský kraj	607	49.0584°S 19.6832°V	4,45	471	105,84	032 03 	511099	LM	+421-44	
Uhorské	Banskobystrický kraj	279	48.4711°S 19.7495°V	24,61	555	22,55	985 25	511978	PT	+421-47	
Uhrovec	Trenčiansky kraj	258	48.750000°S 18.333333°V	22,95	1 526	66,49	956 41	505625	BN	+421-38	
Uhrovské Podhradie	Trenčiansky kraj	340	48.7636°S 18.3797°V	12,52	37	2,96	956 41 	505633	BN	+421-38	
Ulič	Prešovský kraj	245	48.961111°S 22.424167°V	25,15	916	36,42	067 67	520934	SV	+421-57	
Uličské Krivé	Prešovský kraj	285	48.991111°S 22.436944°V	19,09	255	13,36	067 67 	520942	SV	+421-57	
Uloža	Prešovský kraj	884	49.044420°S 20.644810°V	6,84	202	29,53	053 71 	543691	LE	+421-53	
Úľany nad Žitavou	Nitriansky kraj	126	48.106667°S 18.237500°V	8,4	1 531	182,26	941 03	556050	NZ	+421-35	
Unín	Trnavský kraj	280	48.728678°S 17.214789°V	22,73	1 235	54,33	908 46	504939	SI	+421-34	
Uňatín	Banskobystrický kraj	304	48.294444°S 19.063250°V	12,99	186	14,32	962 41 	518905	KA	+421-45	
Urmince	Nitriansky kraj	199	48.5340°S 18.0978°V	10,91	1 415	129,7	956 02	505641	TO	+421-38	
Utekáč	Banskobystrický kraj	402	48.602778°S 19.804722°V	26,88	1 005	37,39	985 06	580317	PT	+421-47	
Uzovce	Prešovský kraj	393	49.0921°S 21.1809°V	5,54	520	93,86	082 66	525359	SB	+421-51	
Uzovská Panica	Banskobystrický kraj	191	48.4183°S 20.1413°V	20,86	740	35,47	980 22 	515701	RS	+421-47	
Uzovské Pekľany	Prešovský kraj	480	49.0864°S 21.0235°V	9,95	405	40,7	082 63 	525367	SB	+421-51	
Uzovský Šalgov	Prešovský kraj	365	49.0903°S 21.0609°V	6,43	604	93,93	082 61 	525375	SB	+421-51	
Vaďovce	Trenčiansky kraj	228	48.7378°S 17.7226°V	11,11	760	68,41	916 13 	506630	NM	+421-32	
Vagrinec	Prešovský kraj	269	49.3142°S 21.6264°V	5,53	127	22,97	090 03 	527947	SK	+421-54	
Váhovce	Trnavský kraj	123	48.251389°S 17.780278°V	15,98	2 120	132,67	925 62	504114	GA	+421-31	
Vajkovce	Košický kraj	209	48.7837°S 21.3210°V	3,89	703	180,72	044 43 	522121	KS	+421-55	
Valaliky	Košický kraj	190	48.6423°S 21.2919°V	8,63	4 246	492	044 13	522139	KS	+421-55	
Valaská	Banskobystrický kraj	470	48.8151°S 19.5744°V	63,31	3 828	60,46	976 46	509086	BR	+421-48	
Valaská Belá	Trenčiansky kraj	482	48.8866°S 18.3966°V	64,77	2 190	33,81	972 28	514420	PD	+421-46	
Valaská Dubová	Žilinský kraj	662	49.141944°S 19.292500°V	12,79	777	60,75	034 96	511102	RK	+421-41	
Valaškovce	Prešovský kraj	548	48.9139°S 22.0750°V	119,23	0	0	066 01	518638	HE	+421-57	
Valča	Žilinský kraj	480	49.000000°S 18.844444°V	32,23	1 613	50,05	038 35	512761	MT	+421-43	
Valentovce	Prešovský kraj	338	49.177961°S 21.952242°V	2,21	44	19,91	067 01 	520951	ML	+421-57	
Valice	Banskobystrický kraj	213	48.4490°S 20.1965°V	5,34	322	60,3	982 52 	515795	RS	+421-47	
Valkovce	Prešovský kraj	220	49.1720°S 21.5291°V	6,66	227	34,08	090 42 	527955	SK	+421-54	
Vaľkovňa	Banskobystrický kraj	717	48.8346°S 20.0684°V	14,85	413	27,81	976 69 	509094	BR	+421-48	
Vaniškovce	Prešovský kraj	400	49.1635°S 21.3003°V	4,8	379	78,96	086 41 	518964	BJ	+421-54	
Vápeník	Prešovský kraj	360 – 667 m	49.3932°S 21.5412°V	3,77	38	10,08	090 02 	527963	SK	+421-54	
Varadka	Prešovský kraj	409	49.4125°S 21.3843°V	7,37	196	26,59	086 36 	519901	BJ	+421-54	
Varechovce	Prešovský kraj	318	49.2245°S 21.8059°V	10,59	171	16,15	090 23 	527971	SP	+421-54	
Varhaňovce	Prešovský kraj	297	48.8558°S 21.3642°V	8,36	1 390	166,27	082 05 	525383	PO	+421-51	
Varín	Žilinský kraj	358	49.202222°S 18.872222°V	19,09	3 751	196,49	013 03	518069	ZA	+421-41	
Vasiľov	Žilinský kraj	650	49.3489°S 19.3840°V	9,14	824	90,15	029 51 	510149	NO	+421-43	
Vavrečka	Žilinský kraj	645	49.3844°S 19.4694°V	8,96	1 424	158,93	029 01 	510157	NO	+421-43	
Vavrinec	Prešovský kraj	285	49.0496°S 21.5961°V	5,45	60	11,01	094 31 	529214	VT	+421-57	
Vavrišovo	Žilinský kraj	680 - 720	49.068792°S 19.756853°V	9,91	664	67	032 42 	511111	LM	+421-44	
Važec	Žilinský kraj	788	49.059167°S 19.980000°V	59,68	2 351	39,39	032 61	511129	LM	+421-44	
Včelince	Banskobystrický kraj	168	48.383333°S 20.300000°V	13,12	788	60,06	980 50	515710	RS	+421-47	
Večelkov	Banskobystrický kraj	292	48.1623°S 19.9346°V	5,34	253	47,38	980 34 	515728	RS	+421-47	
Vechec	Prešovský kraj	184	48.8723°S 21.6251°V	17,27	2 786	161,32	094 12	529222	VT	+421-57	
Velčice	Nitriansky kraj	224 m	48.414722°S 18.303611°V	34,7	819	23,6	951 71 	500836	ZM	037/	
Veličná	Žilinský kraj	462	49.204722°S 19.246389°V	29,3	1 111	37,92	027 54	510165	DK	+421-43	
Velušovce	Nitriansky kraj	237	48.633250°S 18.099972°V	5,81	505	86,92	955 01 	505749	TO	+421-38	
Veľaty	Košický kraj	160 m	48.523056°S 21.659444°V	12,04	871	72,34	076 15	543845	TV	+421-56	
Veľká Čalomija	Banskobystrický kraj	142	48.0693°S 19.2020°V	8,91	602	67,56	991 09	516465	VK	+421-47	
Veľká Čausa	Trenčiansky kraj	320	48.7775°S 18.6944°V	7,81	463	59,28	971 01 	514438	PD	+421-46	
Veľká Čierna	Žilinský kraj	495	49.091667°S 18.588889°V	4,82	356	73,86	015 01 	518077	ZA	+421-41	
Veľká Dolina	Nitriansky kraj	136	48.1851°S 18.0314°V	11,69	666	56,97	951 15 	500844	NR	+421-37	
Veľká Franková	Prešovský kraj	664	49.3358°S 20.2978°V	10,59	356	33,62	059 78	523992	KK	+421-52	
Veľká Hradná	Trenčiansky kraj	270	48.7701°S 18.1400°V	11,88	696	58,59	913 24 	506648	TN	+421-32	
Veľká Ida	Košický kraj	218	48.5977°S 21.1674°V	31,01	3 406	109,84	044 55	522147	KS	+421-55	
Veľká Lehota	Banskobystrický kraj	650	48.462222°S 18.560833°V	18,61	1 163	62,49	966 41	517330	ZC	+421-45	
